full_date,day_of_week_en,day,month_en,year,country,holiday_name,season
1/14/2014,Tuesday,14,January,2014,Australia,Orthodox New Year,State Holiday
1/14/2014,Tuesday,14,January,2014,Australia,Hari Maulad Nabi,"All except Christmas Island, Norfolk Island, Qld, WA"
1/16/2014,Thursday,16,January,2014,Australia,Tu B'Shevat (Arbor Day),Common State holiday
1/26/2014,Sunday,26,January,2014,Australia,Australia Day,Queensland
1/27/2014,Monday,27,January,2014,Australia,Australia Day Observed,State Holiday
1/31/2014,Friday,31,January,2014,Australia,Chinese New Year,Norfolk Island
2/10/2014,Monday,10,February,2014,Australia,Royal Hobart Regatta,Christian
2/14/2014,Friday,14,February,2014,Australia,Valentine's Day, 
3/3/2014,Monday,3,March,2014,Australia,Labour Day,State Holiday
3/4/2014,Tuesday,4,March,2014,Australia,Carnival / Shrove Tuesday,Norfolk Island
3/5/2014,Wednesday,5,March,2014,Australia,Ash Wednesday,Christian
3/6/2014,Thursday,6,March,2014,Australia,Foundation Day, 
3/10/2014,Monday,10,March,2014,Australia,May Day,Season
3/10/2014,Monday,10,March,2014,Australia,Eight Hours Day, 
3/10/2014,Monday,10,March,2014,Australia,Adelaide Cup,Muslim
3/10/2014,Monday,10,March,2014,Australia,Canberra Day, 
3/16/2014,Sunday,16,March,2014,Australia,Purim,Observance
3/17/2014,Monday,17,March,2014,Australia,St Patrick's Day, 
3/21/2014,Friday,21,March,2014,Australia,March Equinox,Muslim
3/20/2014,Thursday,20,March,2014,Australia,National Close the Gap Day, 
3/21/2014,Friday,21,March,2014,Australia,Harmony Day,State Holiday
4/6/2014,Sunday,6,April,2014,Australia,Daylight Saving Time ends,"Christmas Island, Cocos and Keeling Islands"
4/6/2014,Sunday,6,April,2014,Australia,Self Determination Day,Muslim
4/7/2014,Monday,7,April,2014,Australia,Day off for Self Determination Day, 
4/13/2014,Sunday,13,April,2014,Australia,Palm Sunday,State Bank Holiday
4/15/2014,Tuesday,15,April,2014,Australia,First day of Passover,New South Wales
4/17/2014,Thursday,17,April,2014,Australia,Maundy Thursday,State Holiday
4/18/2014,Friday,18,April,2014,Australia,Good Friday,Northern Territory
4/18/2014,Friday,18,April,2014,Australia,Orthodox Good Friday,Jewish holiday
4/18/2014,Friday,18,April,2014,Australia,Good Friday, 
4/19/2014,Saturday,19,April,2014,Australia,Orthodox Holy Saturday,State Holiday
4/19/2014,Saturday,19,April,2014,Australia,Holy Saturday,Queensland*
4/20/2014,Sunday,20,April,2014,Australia,Orthodox Easter,Christian
4/20/2014,Sunday,20,April,2014,Australia,Easter Sunday, 
4/20/2014,Sunday,20,April,2014,Australia,Easter Sunday,Observance
4/21/2014,Monday,21,April,2014,Australia,Orthodox Easter Monday, 
4/21/2014,Monday,21,April,2014,Australia,Easter Monday,Season
4/22/2014,Tuesday,22,April,2014,Australia,Last day of Passover, 
4/22/2014,Tuesday,22,April,2014,Australia,Easter Tuesday,Jewish holiday
4/25/2014,Friday,25,April,2014,Australia,ANZAC Day, 
4/25/2014,Friday,25,April,2014,Australia,ANZAC Day,Common State holiday
4/25/2014,Friday,25,April,2014,Australia,ANZAC Day Observed,Western Australia
4/28/2014,Monday,28,April,2014,Australia,Yom HaShoah,State Holiday
5/5/2014,Monday,5,May,2014,Australia,May Day,Australian Capital Territory
5/6/2014,Tuesday,6,May,2014,Australia,Yom HaAtzmaut,Christian
5/11/2014,Sunday,11,May,2014,Australia,Mother's Day, 
5/18/2014,Sunday,18,May,2014,Australia,Lag B'Omer,Jewish holiday
5/26/2014,Monday,26,May,2014,Australia,National Sorry Day, 
5/27/2014,Tuesday,27,May,2014,Australia,Isra and Mi'raj,Clock change/Daylight Saving Time
5/29/2014,Thursday,29,May,2014,Australia,Ascension Day, 
6/2/2014,Monday,2,June,2014,Australia,Western Australia Day,Muslim
6/4/2014,Wednesday,4,June,2014,Australia,Shavuot, 
6/6/2014,Friday,6,June,2014,Australia,Queensland Day,State Holiday
6/8/2014,Sunday,8,June,2014,Australia,Pentecost,"Christmas Island, Cocos and Keeling Islands"
6/8/2014,Sunday,8,June,2014,Australia,Bounty Day,State Holiday
6/9/2014,Monday,9,June,2014,Australia,Whit Monday,Christmas Island
6/9/2014,Monday,9,June,2014,Australia,Queen's Birthday,State Holiday
6/9/2014,Monday,9,June,2014,Australia,Queen's Birthday,"ACT, NSW, Qld, SA"
6/9/2014,Monday,9,June,2014,Australia,Day off for Bounty Day,Jewish holiday
6/15/2014,Sunday,15,June,2014,Australia,Trinity Sunday, 
6/16/2014,Monday,16,June,2014,Australia,Queen's Birthday,State Holiday
6/19/2014,Thursday,19,June,2014,Australia,Corpus Christi,Norfolk Island
6/21/2014,Saturday,21,June,2014,Australia,June Solstice,Jewish holiday
6/29/2014,Sunday,29,June,2014,Australia,Ramadan Start, 
7/6/2014,Sunday,6,July,2014,Australia,First Day of NAIDOC Week,Jewish holiday
7/24/2014,Thursday,24,July,2014,Australia,Laylatul Qadr (Night of Power), 
7/28/2014,Monday,28,July,2014,Australia,Hari Raya Puasa,Jewish holiday
7/29/2014,Tuesday,29,July,2014,Australia,Eid ul Fitr, 
8/4/2014,Monday,4,August,2014,Australia,New South Wales Bank Holiday,Observance
8/4/2014,Monday,4,August,2014,Australia,Northern Territory Picnic Day, 
8/5/2014,Tuesday,5,August,2014,Australia,Tisha B'Av,Muslim
8/13/2014,Wednesday,13,August,2014,Australia,Royal National Agricultural Show Day Queensland, 
8/15/2014,Friday,15,August,2014,Australia,Assumption of Mary,Observance
9/7/2014,Sunday,7,September,2014,Australia,Father's Day, 
9/23/2014,Tuesday,23,September,2014,Australia,September Equinox,Christian
9/25/2014,Thursday,25,September,2014,Australia,Rosh Hashana, 
9/29/2014,Monday,29,September,2014,Australia,Queen's Birthday,Christian
9/29/2014,Monday,29,September,2014,Australia,Family & Community Day, 
10/4/2014,Saturday,4,October,2014,Australia,Feast of St Francis of Assisi,State Holiday
10/4/2014,Saturday,4,October,2014,Australia,Yom Kippur,Tasmania*
10/5/2014,Sunday,5,October,2014,Australia,Daylight Saving Time starts,State Holiday
10/5/2014,Sunday,5,October,2014,Australia,Eid ul Adha,Victoria
10/6/2014,Monday,6,October,2014,Australia,Hari Raya Haji,Observance
10/6/2014,Monday,6,October,2014,Australia,Territory Day, 
10/6/2014,Monday,6,October,2014,Australia,Labour Day,State Holiday
10/9/2014,Thursday,9,October,2014,Australia,First day of Sukkot,Queensland
10/13/2014,Monday,13,October,2014,Australia,Norfolk Island Agricultural Show Day,State Holiday
10/15/2014,Wednesday,15,October,2014,Australia,Hoshana Rabbah,Norfolk Island
10/16/2014,Thursday,16,October,2014,Australia,Shemini Atzeret,Observance
10/17/2014,Friday,17,October,2014,Australia,Simchat Torah, 
10/23/2014,Thursday,23,October,2014,Australia,Diwali/Deepavali,Christian
10/25/2014,Saturday,25,October,2014,Australia,Muharram/Islamic New Year, 
10/31/2014,Friday,31,October,2014,Australia,Halloween,Jewish holiday
11/1/2014,Saturday,1,November,2014,Australia,All Saints' Day, 
11/2/2014,Sunday,2,November,2014,Australia,All Souls' Day,Season
11/3/2014,Monday,3,November,2014,Australia,Recreation Day, 
11/4/2014,Tuesday,4,November,2014,Australia,Melbourne Cup Day,Jewish holiday
11/11/2014,Tuesday,11,November,2014,Australia,Remembrance Day, 
11/14/2014,Friday,14,November,2014,Australia,G20 Leaders’ Summit Public Holiday (Brisbane),Part Day Holiday
11/26/2014,Wednesday,26,November,2014,Australia,Thanksgiving Day,South Australia
11/30/2014,Sunday,30,November,2014,Australia,First Sunday of Advent,Observance
12/8/2014,Monday,8,December,2014,Australia,Feast of the Immaculate Conception, 
12/17/2014,Wednesday,17,December,2014,Australia,First Day of Hanukkah,National Holiday
12/22/2014,Monday,22,December,2014,Australia,December Solstice, 
12/24/2014,Wednesday,24,December,2014,Australia,Last day of Hanukkah,National Holiday
12/24/2014,Wednesday,24,December,2014,Australia,Christmas Eve,All except SA
12/24/2014,Wednesday,24,December,2014,Australia,Christmas Eve,State Holiday
12/25/2014,Thursday,25,December,2014,Australia,Christmas Day,South Australia
12/26/2014,Friday,26,December,2014,Australia,Boxing Day,Part Day Holiday
12/26/2014,Friday,26,December,2014,Australia,Proclamation Day,South Australia
12/31/2014,Wednesday,31,December,2014,Australia,New Year's Eve,Observance
12/31/2014,Wednesday,31,December,2014,Australia,New Year's Eve, 
1/1/2014,Wednesday,1,January,2014,Austria,New Year's Day,National holiday
1/6/2014,Monday,6,January,2014,Austria,Epiphany, 
3/19/2014,Wednesday,19,March,2014,Austria,Saint Joseph's Day,National holiday
3/20/2014,Thursday,20,March,2014,Austria,March Equinox, 
3/30/2014,Sunday,30,March,2014,Austria,Daylight Saving Time starts,State holiday
4/13/2014,Sunday,13,April,2014,Austria,Palm Sunday,"Carinthia, Styria, Tyrol, Vorarlberg"
4/18/2014,Friday,18,April,2014,Austria,Good Friday,Season
4/20/2014,Sunday,20,April,2014,Austria,Easter Sunday, 
4/21/2014,Monday,21,April,2014,Austria,Easter Monday,Clock change/Daylight Saving Time
5/1/2014,Thursday,1,May,2014,Austria,Labor Day / May Day, 
5/4/2014,Sunday,4,May,2014,Austria,Saint Florian's Day,Observance
5/29/2014,Thursday,29,May,2014,Austria,Ascension Day, 
6/8/2014,Sunday,8,June,2014,Austria,Whit Sunday,Observance
6/9/2014,Monday,9,June,2014,Austria,Whit Monday, 
6/19/2014,Thursday,19,June,2014,Austria,Corpus Christi,Observance
6/21/2014,Saturday,21,June,2014,Austria,June Solstice, 
8/15/2014,Friday,15,August,2014,Austria,Assumption of Mary,National holiday
9/23/2014,Tuesday,23,September,2014,Austria,September Equinox, 
9/24/2014,Wednesday,24,September,2014,Austria,Saint Rupert's Day,National holiday
9/28/2014,Sunday,28,September,2014,Austria,European Heritage Days, 
10/4/2014,Saturday,4,October,2014,Austria,Yom Kippur,State holiday
10/10/2014,Friday,10,October,2014,Austria,Plebiscite Day,Upper Austria
10/26/2014,Sunday,26,October,2014,Austria,Daylight Saving Time ends,National holiday
10/26/2014,Sunday,26,October,2014,Austria,National Day, 
10/31/2014,Friday,31,October,2014,Austria,Reformation Day,Observance
11/1/2014,Saturday,1,November,2014,Austria,All Saints' Day, 
11/2/2014,Sunday,2,November,2014,Austria,All Souls' Day,National holiday
11/11/2014,Tuesday,11,November,2014,Austria,Saint Martin's Day, 
11/15/2014,Saturday,15,November,2014,Austria,Saint Leopold's Day,National holiday
11/30/2014,Sunday,30,November,2014,Austria,First Advent Sunday, 
12/8/2014,Monday,8,December,2014,Austria,Immaculate Conception,Season
12/22/2014,Monday,22,December,2014,Austria,December Solstice, 
12/24/2014,Wednesday,24,December,2014,Austria,Christmas Eve,National holiday
12/25/2014,Thursday,25,December,2014,Austria,Christmas Day, 
12/26/2014,Friday,26,December,2014,Austria,St. Stephen's Day,Season
12/31/2014,Wednesday,31,December,2014,Austria,New Year's Eve, 
1/1/2014,Wednesday,1,January,2014,Austria,New Year's Day,State holiday
1/6/2014,Monday,6,January,2014,Austria,Epiphany,Salzburg
3/19/2014,Wednesday,19,March,2014,Austria,Saint Joseph's Day,Observance
3/20/2014,Thursday,20,March,2014,Austria,March Equinox, 
3/30/2014,Sunday,30,March,2014,Austria,Daylight Saving Time starts,Optional Holiday
4/13/2014,Sunday,13,April,2014,Austria,Palm Sunday, 
4/18/2014,Friday,18,April,2014,Austria,Good Friday,State holiday
4/20/2014,Sunday,20,April,2014,Austria,Easter Sunday,Carinthia
4/21/2014,Monday,21,April,2014,Austria,Easter Monday,Clock change/Daylight Saving Time
5/1/2014,Thursday,1,May,2014,Austria,Labor Day / May Day, 
5/4/2014,Sunday,4,May,2014,Austria,Saint Florian's Day,National holiday
5/29/2014,Thursday,29,May,2014,Austria,Ascension Day, 
6/8/2014,Sunday,8,June,2014,Austria,Whit Sunday,Observance
6/9/2014,Monday,9,June,2014,Austria,Whit Monday, 
6/19/2014,Thursday,19,June,2014,Austria,Corpus Christi,National holiday
6/21/2014,Saturday,21,June,2014,Austria,June Solstice, 
8/15/2014,Friday,15,August,2014,Austria,Assumption of Mary,Observance
9/23/2014,Tuesday,23,September,2014,Austria,September Equinox, 
9/24/2014,Wednesday,24,September,2014,Austria,Saint Rupert's Day,State holiday
9/28/2014,Sunday,28,September,2014,Austria,European Heritage Days,Burgenland
10/4/2014,Saturday,4,October,2014,Austria,Yom Kippur,State holiday
10/10/2014,Friday,10,October,2014,Austria,Plebiscite Day,"Lower Austria, Vienna"
10/26/2014,Sunday,26,October,2014,Austria,Daylight Saving Time ends,Observance
10/26/2014,Sunday,26,October,2014,Austria,National Day, 
10/31/2014,Friday,31,October,2014,Austria,Reformation Day,National holiday
11/1/2014,Saturday,1,November,2014,Austria,All Saints' Day, 
11/2/2014,Sunday,2,November,2014,Austria,All Souls' Day,Season
11/11/2014,Tuesday,11,November,2014,Austria,Saint Martin's Day, 
11/15/2014,Saturday,15,November,2014,Austria,Saint Leopold's Day,Bank holiday
11/30/2014,Sunday,30,November,2014,Austria,First Advent Sunday, 
12/8/2014,Monday,8,December,2014,Austria,Immaculate Conception,National holiday
12/22/2014,Monday,22,December,2014,Austria,December Solstice, 
12/24/2014,Wednesday,24,December,2014,Austria,Christmas Eve,National holiday
12/25/2014,Thursday,25,December,2014,Austria,Christmas Day, 
12/26/2014,Friday,26,December,2014,Austria,St. Stephen's Day,Observance
12/31/2014,Wednesday,31,December,2014,Austria,New Year's Eve, 
1/1/2014,Wednesday,1,January,2014,Azerbaijan,New Year's Day,Public holiday
1/3/2014,Friday,3,January,2014,Azerbaijan,New Year's Day (day 2),Public holiday
1/6/2014,Monday,6,January,2014,Azerbaijan,New Year's Day (day 3),Public holiday
1/20/2014,Monday,20,January,2014,Azerbaijan,Martyrs’ Day,Public holiday
3/8/2014,Saturday,8,March,2014,Azerbaijan,Women's Day,Public holiday
3/10/2014,Monday,10,March,2014,Azerbaijan,Women's Day observed,Public holiday
3/20/2014,Thursday,20,March,2014,Azerbaijan,March Equinox,Season
3/20/2014,Thursday,20,March,2014,Azerbaijan,Nowruz,Public holiday
3/21/2014,Friday,21,March,2014,Azerbaijan,Nowruz/Spring Holiday,Public holiday
3/22/2014,Saturday,22,March,2014,Azerbaijan,Nowruz/Spring Holiday,Public holiday
3/23/2014,Sunday,23,March,2014,Azerbaijan,Nowruz/Spring Holiday,Public holiday
3/24/2014,Monday,24,March,2014,Azerbaijan,Nowruz/Spring Holiday,Public holiday
3/25/2014,Tuesday,25,March,2014,Azerbaijan,Nowruz/Spring Holiday,Public holiday
3/26/2014,Wednesday,26,March,2014,Azerbaijan,Nowruz/Spring Holiday,Public holiday
5/9/2014,Friday,9,May,2014,Azerbaijan,Victory Day over Fascism,Public holiday
5/28/2014,Wednesday,28,May,2014,Azerbaijan,Republic Day,Public holiday
6/15/2014,Sunday,15,June,2014,Azerbaijan,Day of National Salvation of the Azerbaijani People,Public holiday
6/16/2014,Monday,16,June,2014,Azerbaijan,Day of National Salvation of the Azerbaijani People observed,Public holiday
6/21/2014,Saturday,21,June,2014,Azerbaijan,June Solstice,Season
6/26/2014,Thursday,26,June,2014,Azerbaijan,Azerbaijan Armed Forces Day,Public holiday
7/29/2014,Tuesday,29,July,2014,Azerbaijan,Ramadan holiday,Public holiday
7/30/2014,Wednesday,30,July,2014,Azerbaijan,Ramadan holiday,Public holiday
9/23/2014,Tuesday,23,September,2014,Azerbaijan,September Equinox,Season
10/4/2014,Saturday,4,October,2014,Azerbaijan,Feast of the Sacrifice,Public holiday
10/5/2014,Sunday,5,October,2014,Azerbaijan,Feast of the Sacrifice (day 2),Public holiday
10/6/2014,Monday,6,October,2014,Azerbaijan,Feast of the Sacrifice (day 3),Public holiday
10/7/2014,Tuesday,7,October,2014,Azerbaijan,Feast of the Sacrifice (day 4),Public holiday
10/18/2014,Saturday,18,October,2014,Azerbaijan,National Independence Day,Observance
11/9/2014,Sunday,9,November,2014,Azerbaijan,State Flag Day of Azerbaijan,Public holiday
11/10/2014,Monday,10,November,2014,Azerbaijan,State Flag Day of Azerbaijan observed,Public holiday
11/12/2014,Wednesday,12,November,2014,Azerbaijan,Constitution Day,Observance
11/17/2014,Monday,17,November,2014,Azerbaijan,National Revival Day,Observance
12/22/2014,Monday,22,December,2014,Azerbaijan,December Solstice,Season
12/31/2014,Wednesday,31,December,2014,Azerbaijan,New Year's Eve,Observance
12/31/2014,Wednesday,31,December,2014,Azerbaijan,World Azerbaijanis Solidarity Day,Public holiday
1/1/2014,Wednesday,1,January,2014,Bahrain,New Year,National holiday
1/14/2014,Tuesday,14,January,2014,Bahrain,The Prophet's Birthday,National holiday
3/20/2014,Thursday,20,March,2014,Bahrain,March Equinox,Season
5/1/2014,Thursday,1,May,2014,Bahrain,May Day,National holiday
6/21/2014,Saturday,21,June,2014,Bahrain,June Solstice,Season
7/29/2014,Tuesday,29,July,2014,Bahrain,Eid al-Fitr,National holiday
7/30/2014,Wednesday,30,July,2014,Bahrain,Eid al-Fitr Holiday,National holiday
7/31/2014,Thursday,31,July,2014,Bahrain,Eid al-Fitr Holiday,National holiday
9/23/2014,Tuesday,23,September,2014,Bahrain,September Equinox,Season
10/4/2014,Saturday,4,October,2014,Bahrain,Arafat Day,Government holiday
10/5/2014,Sunday,5,October,2014,Bahrain,Eid al-Adha,National holiday
10/6/2014,Monday,6,October,2014,Bahrain,Eid al-Adha Holiday,National holiday
10/7/2014,Tuesday,7,October,2014,Bahrain,Eid al-Adha Holiday,National holiday
10/8/2014,Wednesday,8,October,2014,Bahrain,Eid al-Adha,National holiday
10/9/2014,Thursday,9,October,2014,Bahrain,Eid al-Adha,National holiday
10/22/2014,Wednesday,22,October,2014,Bahrain,Ashoora,National holiday
10/23/2014,Thursday,23,October,2014,Bahrain,Ashoora (second day),National holiday
10/25/2014,Saturday,25,October,2014,Bahrain,Muharram,National holiday
12/16/2014,Tuesday,16,December,2014,Bahrain,National Day,National holiday
12/17/2014,Wednesday,17,December,2014,Bahrain,National Day (second day),National holiday
12/22/2014,Monday,22,December,2014,Bahrain,December Solstice,Season
1/1/2014,Wednesday,1,January,2014,Bangladesh,Akhari Chahar Somba,Optional Holiday
1/1/2014,Wednesday,1,January,2014,Bangladesh,New Year's Day,Optional Holiday
1/10/2014,Friday,10,January,2014,Bangladesh,Bangabandhu Homecoming Day,Observance
